CONT_ID	DATEGMT	Month	Year	MAIN_tracking_Year	LON	LAT	COLONY	stage	UNIQUE_ID	timestamps
2145	08/03/2010 13:00	3	2010	2010	-12.17	35.55	SEL	BREEDING	6	2010-03-08 13:00:00
2146	09/03/2010 01:01	3	2010	2010	-12.58	35.76	SEL	BREEDING	6	2010-03-09 01:01:00
2147	09/03/2010 13:05	3	2010	2010	-13.48	36.02	SEL	BREEDING	6	2010-03-09 13:05:00
2148	10/03/2010 01:03	3	2010	2010	-13.14	27.61	SEL	BREEDING	6	2010-03-10 01:03:00
2149	10/03/2010 13:06	3	2010	2010	-15.95	18.915	SEL	BREEDING	6	2010-03-10 13:06:00
2150	22/03/2010 13:09	3	2010	2010	-15.65	7.49	SEL	BREEDING	6	2010-03-22 13:09:00
2151	29/03/2010 01:00	3	2010	2010	-13.76	28.3	SEL	BREEDING	6	2010-03-29 01:00:00
2152	29/03/2010 12:58	3	2010	2010	-13.42	30.54	SEL	BREEDING	6	2010-03-29 12:58:00
2153	30/03/2010 00:54	3	2010	2010	-12.46	31.56	SEL	BREEDING	6	2010-03-30 00:54:00
2154	30/03/2010 12:58	3	2010	2010	-13.37	36.6	SEL	BREEDING	6	2010-03-30 12:58:00
2155	31/03/2010 01:01	3	2010	2010	-14.16	35.7	SEL	BREEDING	6	2010-03-31 01:01:00
2156	31/03/2010 13:01	3	2010	2010	-14.2	33.28	SEL	BREEDING	6	2010-03-31 13:01:00
2157	01/04/2010 01:05	4	2010	2010	-15.24	29.09	SEL	BREEDING	6	2010-04-01 01:05:00
2158	01/04/2010 13:07	4	2010	2010	-15.65	25.6	SEL	BREEDING	6	2010-04-01 13:07:00
2159	02/04/2010 01:09	4	2010	2010	-16.44	23	SEL	BREEDING	6	2010-04-02 01:09:00
2160	02/04/2010 13:08	4	2010	2010	-16.22	18.36	SEL	BREEDING	6	2010-04-02 13:08:00
2161	03/04/2010 01:07	4	2010	2010	-15.89	18.84	SEL	BREEDING	6	2010-04-03 01:07:00
2162	03/04/2010 13:07	4	2010	2010	-17.835	19.975	SEL	BREEDING	6	2010-04-03 13:07:00
2163	04/04/2010 01:07	4	2010	2010	-17.745	20.365	SEL	BREEDING	6	2010-04-04 01:07:00
2164	04/04/2010 13:07	4	2010	2010	-15.99	20.99	SEL	BREEDING	6	2010-04-04 13:07:00
2165	05/04/2010 01:04	4	2010	2010	-15.16	22.99	SEL	BREEDING	6	2010-04-05 01:04:00
2166	05/04/2010 13:07	4	2010	2010	-15.94	27.05	SEL	BREEDING	6	2010-04-05 13:07:00
2167	06/04/2010 01:10	4	2010	2010	-16.85	27.19	SEL	BREEDING	6	2010-04-06 01:10:00
2168	06/04/2010 13:10	4	2010	2010	-17.01	24.48	SEL	BREEDING	6	2010-04-06 13:10:00
2169	07/04/2010 01:06	4	2010	2010	-15.92	27.45	SEL	BREEDING	6	2010-04-07 01:06:00
2170	07/04/2010 13:06	4	2010	2010	-15.96	29.48	SEL	BREEDING	6	2010-04-07 13:06:00
2171	08/04/2010 01:06	4	2010	2010	-15.99	28.94	SEL	BREEDING	6	2010-04-08 01:06:00
2172	08/04/2010 13:07	4	2010	2010	-16.15	29.02	SEL	BREEDING	6	2010-04-08 13:07:00
2173	09/04/2010 01:07	4	2010	2010	-16.19	28.51	SEL	BREEDING	6	2010-04-09 01:07:00
2174	09/04/2010 13:06	4	2010	2010	-16.1	27.42	SEL	BREEDING	6	2010-04-09 13:06:00
2175	10/04/2010 01:06	4	2010	2010	-16.13	26.95	SEL	BREEDING	6	2010-04-10 01:06:00
2176	10/04/2010 13:07	4	2010	2010	-16.41	26.48	SEL	BREEDING	6	2010-04-10 13:07:00
2177	11/04/2010 01:05	4	2010	2010	-15.95	28.31	SEL	BREEDING	6	2010-04-11 01:05:00
2178	11/04/2010 13:08	4	2010	2010	-16.61	30.5	SEL	BREEDING	6	2010-04-11 13:08:00
2179	12/04/2010 01:09	4	2010	2010	-17.14	30.04	SEL	BREEDING	6	2010-04-12 01:09:00
2180	12/04/2010 13:11	4	2010	2010	-17.55	29.08	SEL	BREEDING	6	2010-04-12 13:11:00
2181	13/04/2010 01:11	4	2010	2010	-17.7	29.15	SEL	BREEDING	6	2010-04-13 01:11:00
2182	13/04/2010 13:09	4	2010	2010	-17.23	27.72	SEL	BREEDING	6	2010-04-13 13:09:00
2183	14/04/2010 01:04	4	2010	2010	-15.89	29.78	SEL	BREEDING	6	2010-04-14 01:04:00
2184	14/04/2010 13:03	4	2010	2010	-15.55	30.76	SEL	BREEDING	6	2010-04-14 13:03:00
2185	15/04/2010 01:02	4	2010	2010	-15.45	29.89	SEL	BREEDING	6	2010-04-15 01:02:00
2186	15/04/2010 13:03	4	2010	2010	-15.61	29.95	SEL	BREEDING	6	2010-04-15 13:03:00
2187	16/04/2010 01:03	4	2010	2010	-15.76	29.1	SEL	BREEDING	6	2010-04-16 01:03:00
2188	16/04/2010 13:04	4	2010	2010	-16.04	28.72	SEL	BREEDING	6	2010-04-16 13:04:00
2189	17/04/2010 01:04	4	2010	2010	-16.07	29.24	SEL	BREEDING	6	2010-04-17 01:04:00
2190	17/04/2010 13:07	4	2010	2010	-16.85	29.73	SEL	BREEDING	6	2010-04-17 13:07:00
2191	18/04/2010 01:03	4	2010	2010	-15.75	33.02	SEL	BREEDING	6	2010-04-18 01:03:00
2192	18/04/2010 12:58	4	2010	2010	-14.66	32.26	SEL	BREEDING	6	2010-04-18 12:58:00
2193	19/04/2010 01:07	4	2010	2010	-16.81	26.51	SEL	BREEDING	6	2010-04-19 01:07:00
2194	19/04/2010 13:08	4	2010	2010	-17.21	23.01	SEL	BREEDING	6	2010-04-19 13:08:00
2195	20/04/2010 01:02	4	2010	2010	-15.74	26.3	SEL	BREEDING	6	2010-04-20 01:02:00
2196	20/04/2010 13:04	4	2010	2010	-16.14	28.89	SEL	BREEDING	6	2010-04-20 13:04:00
2197	21/04/2010 01:02	4	2010	2010	-15.67	30.13	SEL	BREEDING	6	2010-04-21 01:02:00
2198	21/04/2010 13:03	4	2010	2010	-16.07	30.93	SEL	BREEDING	6	2010-04-21 13:03:00
2199	22/04/2010 01:04	4	2010	2010	-16.22	30.97	SEL	BREEDING	6	2010-04-22 01:04:00
2200	22/04/2010 13:04	4	2010	2010	-16.24	30.65	SEL	BREEDING	6	2010-04-22 13:04:00
2201	23/04/2010 01:02	4	2010	2010	-15.76	31.05	SEL	BREEDING	6	2010-04-23 01:02:00
2202	23/04/2010 13:02	4	2010	2010	-15.79	31.44	SEL	BREEDING	6	2010-04-23 13:02:00
2203	24/04/2010 01:02	4	2010	2010	-15.94	30.79	SEL	BREEDING	6	2010-04-24 01:02:00
2204	24/04/2010 13:04	4	2010	2010	-16.46	31.17	SEL	BREEDING	6	2010-04-24 13:04:00
2205	25/04/2010 01:05	4	2010	2010	-16.61	31.22	SEL	BREEDING	6	2010-04-25 01:05:00
2206	25/04/2010 13:05	4	2010	2010	-16.63	30.92	SEL	BREEDING	6	2010-04-25 13:05:00
2207	26/04/2010 01:02	4	2010	2010	-16.02	31.63	SEL	BREEDING	6	2010-04-26 01:02:00
2208	26/04/2010 13:03	4	2010	2010	-16.17	32.3	SEL	BREEDING	6	2010-04-26 13:03:00
2209	27/04/2010 01:07	4	2010	2010	-17.31	30.41	SEL	BREEDING	6	2010-04-27 01:07:00
2210	27/04/2010 13:05	4	2010	2010	-16.83	28.12	SEL	BREEDING	6	2010-04-27 13:05:00
2211	28/04/2010 01:00	4	2010	2010	-15.48	29.54	SEL	BREEDING	6	2010-04-28 01:00:00
2212	28/04/2010 12:59	4	2010	2010	-15.37	30.25	SEL	BREEDING	6	2010-04-28 12:59:00
2213	29/04/2010 00:59	4	2010	2010	-15.26	30.31	SEL	BREEDING	6	2010-04-29 00:59:00
2214	29/04/2010 12:59	4	2010	2010	-15.28	30.05	SEL	BREEDING	6	2010-04-29 12:59:00
2215	30/04/2010 01:00	4	2010	2010	-15.55	29.17	SEL	BREEDING	6	2010-04-30 01:00:00
2216	30/04/2010 13:01	4	2010	2010	-15.81	28.92	SEL	BREEDING	6	2010-04-30 13:01:00
2217	01/05/2010 01:03	5	2010	2010	-16.46	28.37	SEL	BREEDING	6	2010-05-01 01:03:00
2218	01/05/2010 13:03	5	2010	2010	-16.35	27.18	SEL	BREEDING	6	2010-05-01 13:03:00
2219	02/05/2010 01:05	5	2010	2010	-16.99	25.98	SEL	BREEDING	6	2010-05-02 01:05:00
2220	02/05/2010 13:09	5	2010	2010	-18.12	26.08	SEL	BREEDING	6	2010-05-02 13:09:00
2221	03/05/2010 01:03	5	2010	2010	-16.51	29.88	SEL	BREEDING	6	2010-05-03 01:03:00
2222	03/05/2010 12:58	5	2010	2010	-15.28	30.24	SEL	BREEDING	6	2010-05-03 12:58:00
2223	04/05/2010 01:02	5	2010	2010	-16.16	27.34	SEL	BREEDING	6	2010-05-04 01:02:00
2224	04/05/2010 13:05	5	2010	2010	-17.05	26.82	SEL	BREEDING	6	2010-05-04 13:05:00
2225	05/05/2010 01:02	5	2010	2010	-16.19	29.29	SEL	BREEDING	6	2010-05-05 01:02:00
2226	05/05/2010 12:56	5	2010	2010	-14.7	27.92	SEL	BREEDING	6	2010-05-05 12:56:00
2227	06/05/2010 00:56	5	2010	2010	-14.83	25.61	SEL	BREEDING	6	2010-05-06 00:56:00
2228	06/05/2010 12:59	5	2010	2010	-15.47	26.33	SEL	BREEDING	6	2010-05-06 12:59:00
2229	07/05/2010 00:57	5	2010	2010	-15.1	27.03	SEL	BREEDING	6	2010-05-07 00:57:00
2230	07/05/2010 12:58	5	2010	2010	-15.36	27.41	SEL	BREEDING	6	2010-05-07 12:58:00
2231	08/05/2010 01:00	5	2010	2010	-15.74	27.51	SEL	BREEDING	6	2010-05-08 01:00:00
2232	08/05/2010 13:04	5	2010	2010	-16.75	27.89	SEL	BREEDING	6	2010-05-08 13:04:00
2233	09/05/2010 01:02	5	2010	2010	-16.25	29.35	SEL	BREEDING	6	2010-05-09 01:02:00
2234	09/05/2010 12:59	5	2010	2010	-15.76	29.16	SEL	BREEDING	6	2010-05-09 12:59:00
2235	10/05/2010 00:57	5	2010	2010	-15.14	29.24	SEL	BREEDING	6	2010-05-10 00:57:00
2236	10/05/2010 13:01	5	2010	2010	-16.02	30.36	SEL	BREEDING	6	2010-05-10 13:01:00
2237	11/05/2010 01:03	5	2010	2010	-16.52	30.68	SEL	BREEDING	6	2010-05-11 01:03:00
2238	11/05/2010 13:00	5	2010	2010	-15.9	29.22	SEL	BREEDING	6	2010-05-11 13:00:00
2239	12/05/2010 00:58	5	2010	2010	-15.53	28.79	SEL	BREEDING	6	2010-05-12 00:58:00
2240	12/05/2010 13:00	5	2010	2010	-15.78	29.13	SEL	BREEDING	6	2010-05-12 13:00:00
2241	13/05/2010 00:58	5	2010	2010	-15.28	29.97	SEL	BREEDING	6	2010-05-13 00:58:00
2242	13/05/2010 13:00	5	2010	2010	-15.79	30.79	SEL	BREEDING	6	2010-05-13 13:00:00
2243	14/05/2010 00:56	5	2010	2010	-14.79	32.04	SEL	BREEDING	6	2010-05-14 00:56:00
2244	14/05/2010 12:54	5	2010	2010	-14.29	32.33	SEL	BREEDING	6	2010-05-14 12:54:00
2245	15/05/2010 00:56	5	2010	2010	-15.04	30.77	SEL	BREEDING	6	2010-05-15 00:56:00
2246	15/05/2010 12:50	5	2010	2010	-13.53	29.16	SEL	BREEDING	6	2010-05-15 12:50:00
2247	16/05/2010 00:46	5	2010	2010	-12.53	28.02	SEL	BREEDING	6	2010-05-16 00:46:00
2248	16/05/2010 12:43	5	2010	2010	-15.025	28.405	SEL	BREEDING	6	2010-05-16 12:43:00
2249	17/05/2010 00:42	5	2010	2010	-14.895	27.505	SEL	BREEDING	6	2010-05-17 00:42:00
2250	17/05/2010 12:50	5	2010	2010	-13.4	28.32	SEL	BREEDING	6	2010-05-17 12:50:00
2251	18/05/2010 00:47	5	2010	2010	-12.77	31.23	SEL	BREEDING	6	2010-05-18 00:47:00
2252	18/05/2010 12:45	5	2010	2010	-12.14	30.86	SEL	BREEDING	6	2010-05-18 12:45:00
2253	19/05/2010 00:46	5	2010	2010	-12.51	30.03	SEL	BREEDING	6	2010-05-19 00:46:00
2254	19/05/2010 12:49	5	2010	2010	-13.25	29.89	SEL	BREEDING	6	2010-05-19 12:49:00
2255	20/05/2010 00:50	5	2010	2010	-13.37	30.43	SEL	BREEDING	6	2010-05-20 00:50:00
2256	20/05/2010 12:47	5	2010	2010	-12.62	29.85	SEL	BREEDING	6	2010-05-20 12:47:00
2257	21/05/2010 00:45	5	2010	2010	-12.11	29.26	SEL	BREEDING	6	2010-05-21 00:45:00
2258	21/05/2010 12:45	5	2010	2010	-12.1	29.59	SEL	BREEDING	6	2010-05-21 12:45:00
2259	22/05/2010 00:43	5	2010	2010	-11.59	29.91	SEL	BREEDING	6	2010-05-22 00:43:00
2260	22/05/2010 12:42	5	2010	2010	-11.21	30.01	SEL	BREEDING	6	2010-05-22 12:42:00
2261	23/05/2010 00:45	5	2010	2010	-12.07	28.3	SEL	BREEDING	6	2010-05-23 00:45:00
2262	23/05/2010 12:50	5	2010	2010	-13.44	28.87	SEL	BREEDING	6	2010-05-23 12:50:00
2263	24/05/2010 00:42	5	2010	2010	-11.18	32.2	SEL	BREEDING	6	2010-05-24 00:42:00
2264	24/05/2010 12:47	5	2010	2010	-12.66	34.46	SEL	BREEDING	6	2010-05-24 12:47:00
2265	25/05/2010 00:49	5	2010	2010	-13.03	35.65	SEL	BREEDING	6	2010-05-25 00:49:00
2266	25/05/2010 12:43	5	2010	2010	-11.52	34.41	SEL	BREEDING	6	2010-05-25 12:43:00
2267	26/05/2010 00:43	5	2010	2010	-11.5	32.74	SEL	BREEDING	6	2010-05-26 00:43:00
2268	26/05/2010 12:48	5	2010	2010	-12.74	33.41	SEL	BREEDING	6	2010-05-26 12:48:00
2269	27/05/2010 00:51	5	2010	2010	-13.47	33.69	SEL	BREEDING	6	2010-05-27 00:51:00
2270	27/05/2010 13:01	5	2010	2010	-15.96	34.71	SEL	BREEDING	6	2010-05-27 13:01:00
2271	28/05/2010 00:56	5	2010	2010	-14.82	37.59	SEL	BREEDING	6	2010-05-28 00:56:00
2272	28/05/2010 13:01	5	2010	2010	-15.8	38.79	SEL	BREEDING	6	2010-05-28 13:01:00
2273	29/05/2010 01:08	5	2010	2010	-17.79	37.71	SEL	BREEDING	6	2010-05-29 01:08:00
2274	29/05/2010 13:06	5	2010	2010	-17.02	36.26	SEL	BREEDING	6	2010-05-29 13:06:00
2275	30/05/2010 01:07	5	2010	2010	-17.38	35.28	SEL	BREEDING	6	2010-05-30 01:07:00
2276	30/05/2010 13:14	5	2010	2010	-19.24	35.71	SEL	BREEDING	6	2010-05-30 13:14:00
2277	31/05/2010 01:13	5	2010	2010	-18.85	37.48	SEL	BREEDING	6	2010-05-31 01:13:00
2278	31/05/2010 13:12	5	2010	2010	-18.7	37.55	SEL	BREEDING	6	2010-05-31 13:12:00
2279	01/06/2010 01:19	6	2010	2010	-20.43	36.12	SEL	NON-BREEDING	6	2010-06-01 01:19:00
2280	01/06/2010 13:30	6	2010	2010	-22.91	36.37	SEL	NON-BREEDING	6	2010-06-01 13:30:00
2281	02/06/2010 01:25	6	2010	2010	-21.77	39.02	SEL	NON-BREEDING	6	2010-06-02 01:25:00
2282	02/06/2010 13:27	6	2010	2010	-22.25	39.83	SEL	NON-BREEDING	6	2010-06-02 13:27:00
2283	03/06/2010 01:24	6	2010	2010	-21.35	40.77	SEL	NON-BREEDING	6	2010-06-03 01:24:00
2284	03/06/2010 13:19	6	2010	2010	-20.33	40.69	SEL	NON-BREEDING	6	2010-06-03 13:19:00
2285	04/06/2010 01:20	6	2010	2010	-20.44	39.59	SEL	NON-BREEDING	6	2010-06-04 01:20:00
2286	04/06/2010 13:13	6	2010	2010	-18.79	38.77	SEL	NON-BREEDING	6	2010-06-04 13:13:00
2287	05/06/2010 01:16	6	2010	2010	-19.4	36.97	SEL	NON-BREEDING	6	2010-06-05 01:16:00
2288	05/06/2010 13:23	6	2010	2010	-21.12	37.54	SEL	NON-BREEDING	6	2010-06-05 13:23:00
2289	06/06/2010 01:20	6	2010	2010	-20.48	39.15	SEL	NON-BREEDING	6	2010-06-06 01:20:00
2290	06/06/2010 13:20	6	2010	2010	-20.33	39.23	SEL	NON-BREEDING	6	2010-06-06 13:20:00
2291	07/06/2010 01:25	6	2010	2010	-21.56	38.27	SEL	NON-BREEDING	6	2010-06-07 01:25:00
2292	07/06/2010 13:19	6	2010	2010	-20.16	37.12	SEL	NON-BREEDING	6	2010-06-07 13:19:00
2293	08/06/2010 01:20	6	2010	2010	-20.26	35.6	SEL	NON-BREEDING	6	2010-06-08 01:20:00
2294	08/06/2010 13:28	6	2010	2010	-22.11	36.36	SEL	NON-BREEDING	6	2010-06-08 13:28:00
2295	09/06/2010 01:29	6	2010	2010	-22.34	37.57	SEL	NON-BREEDING	6	2010-06-09 01:29:00
2296	09/06/2010 13:28	6	2010	2010	-22.06	37.52	SEL	NON-BREEDING	6	2010-06-09 13:28:00
2297	10/06/2010 01:24	6	2010	2010	-21.04	38.08	SEL	NON-BREEDING	6	2010-06-10 01:24:00
2298	10/06/2010 13:24	6	2010	2010	-21.01	38.33	SEL	NON-BREEDING	6	2010-06-10 13:24:00
2299	11/06/2010 01:28	6	2010	2010	-22.11	37.53	SEL	NON-BREEDING	6	2010-06-11 01:28:00
2300	11/06/2010 13:22	6	2010	2010	-20.59	36.23	SEL	NON-BREEDING	6	2010-06-11 13:22:00
2301	12/06/2010 01:19	6	2010	2010	-19.81	35.54	SEL	NON-BREEDING	6	2010-06-12 01:19:00
2302	12/06/2010 13:19	6	2010	2010	-19.78	35.82	SEL	NON-BREEDING	6	2010-06-12 13:19:00
2303	13/06/2010 01:19	6	2010	2010	-19.63	35.95	SEL	NON-BREEDING	6	2010-06-13 01:19:00
2304	13/06/2010 13:23	6	2010	2010	-20.61	36.55	SEL	NON-BREEDING	6	2010-06-13 13:23:00
2305	14/06/2010 01:24	6	2010	2010	-20.96	36.99	SEL	NON-BREEDING	6	2010-06-14 01:24:00
2306	14/06/2010 13:37	6	2010	2010	-24.3	38.02	SEL	NON-BREEDING	6	2010-06-14 13:37:00
2307	15/06/2010 01:38	6	2010	2010	-24.53	40.28	SEL	NON-BREEDING	6	2010-06-15 01:38:00
2308	15/06/2010 13:41	6	2010	2010	-25.13	40.39	SEL	NON-BREEDING	6	2010-06-15 13:41:00
2309	16/06/2010 01:42	6	2010	2010	-25.35	40.64	SEL	NON-BREEDING	6	2010-06-16 01:42:00
2310	16/06/2010 13:35	6	2010	2010	-23.57	40.07	SEL	NON-BREEDING	6	2010-06-16 13:35:00
2311	17/06/2010 01:45	6	2010	2010	-25.92	36.68	SEL	NON-BREEDING	6	2010-06-17 01:45:00
2312	17/06/2010 13:54	6	2010	2010	-28.27	36.81	SEL	NON-BREEDING	6	2010-06-17 13:54:00
2313	18/06/2010 01:47	6	2010	2010	-26.49	39.74	SEL	NON-BREEDING	6	2010-06-18 01:47:00
2314	18/06/2010 13:49	6	2010	2010	-26.84	40.68	SEL	NON-BREEDING	6	2010-06-18 13:49:00
2315	19/06/2010 01:46	6	2010	2010	-26.19	41.33	SEL	NON-BREEDING	6	2010-06-19 01:46:00
2316	19/06/2010 13:51	6	2010	2010	-27.28	41.96	SEL	NON-BREEDING	6	2010-06-19 13:51:00
2317	20/06/2010 01:55	6	2010	2010	-28.51	41.96	SEL	NON-BREEDING	6	2010-06-20 01:55:00
2318	20/06/2010 13:50	6	2010	2010	-27.1	41.04	SEL	NON-BREEDING	6	2010-06-20 13:50:00
2319	21/06/2010 01:43	6	2010	2010	-25.45	41.17	SEL	NON-BREEDING	6	2010-06-21 01:43:00
2320	21/06/2010 13:44	6	2010	2010	-25.68	41.69	SEL	NON-BREEDING	6	2010-06-21 13:44:00
2321	22/06/2010 01:42	6	2010	2010	-25.02	42.33	SEL	NON-BREEDING	6	2010-06-22 01:42:00
2322	22/06/2010 13:37	6	2010	2010	-23.75	42.08	SEL	NON-BREEDING	6	2010-06-22 13:37:00
2323	23/06/2010 01:38	6	2010	2010	-23.97	41.05	SEL	NON-BREEDING	6	2010-06-23 01:38:00
2324	23/06/2010 13:45	6	2010	2010	-25.69	41.58	SEL	NON-BREEDING	6	2010-06-23 13:45:00
2325	24/06/2010 01:49	6	2010	2010	-26.66	42.1	SEL	NON-BREEDING	6	2010-06-24 01:49:00
2326	24/06/2010 13:45	6	2010	2010	-25.64	41.6	SEL	NON-BREEDING	6	2010-06-24 13:45:00
2327	25/06/2010 01:40	6	2010	2010	-24.24	41.75	SEL	NON-BREEDING	6	2010-06-25 01:40:00
2328	25/06/2010 13:41	6	2010	2010	-24.59	42.4	SEL	NON-BREEDING	6	2010-06-25 13:41:00
2329	26/06/2010 01:42	6	2010	2010	-24.81	42.42	SEL	NON-BREEDING	6	2010-06-26 01:42:00
2330	26/06/2010 13:45	6	2010	2010	-25.41	42.56	SEL	NON-BREEDING	6	2010-06-26 13:45:00
2331	27/06/2010 01:50	6	2010	2010	-26.76	42.21	SEL	NON-BREEDING	6	2010-06-27 01:50:00
2332	27/06/2010 13:47	6	2010	2010	-25.86	41.34	SEL	NON-BREEDING	6	2010-06-27 13:47:00
2333	28/06/2010 01:48	6	2010	2010	-26.2	40.43	SEL	NON-BREEDING	6	2010-06-28 01:48:00
2334	28/06/2010 13:42	6	2010	2010	-24.68	39.91	SEL	NON-BREEDING	6	2010-06-28 13:42:00
2335	29/06/2010 01:37	6	2010	2010	-23.4	39.66	SEL	NON-BREEDING	6	2010-06-29 01:37:00
2336	29/06/2010 13:47	6	2010	2010	-25.88	41.33	SEL	NON-BREEDING	6	2010-06-29 13:47:00
2337	30/06/2010 01:51	6	2010	2010	-26.85	42.15	SEL	NON-BREEDING	6	2010-06-30 01:51:00
2338	30/06/2010 13:50	6	2010	2010	-26.58	41.93	SEL	NON-BREEDING	6	2010-06-30 13:50:00
2339	01/07/2010 01:43	7	2010	2010	-24.8	42.98	SEL	NON-BREEDING	6	2010-07-01 01:43:00
2340	01/07/2010 13:41	7	2010	2010	-24.4	43.39	SEL	NON-BREEDING	6	2010-07-01 13:41:00
2341	02/07/2010 01:43	7	2010	2010	-24.76	42.82	SEL	NON-BREEDING	6	2010-07-02 01:43:00
2342	02/07/2010 13:48	7	2010	2010	-25.86	43.24	SEL	NON-BREEDING	6	2010-07-02 13:48:00
2343	03/07/2010 01:47	7	2010	2010	-25.71	44.13	SEL	NON-BREEDING	6	2010-07-03 01:47:00
2344	03/07/2010 13:35	7	2010	2010	-22.69	43.22	SEL	NON-BREEDING	6	2010-07-03 13:35:00
2345	04/07/2010 01:41	7	2010	2010	-24.29	39.96	SEL	NON-BREEDING	6	2010-07-04 01:41:00
2346	04/07/2010 13:50	7	2010	2010	-26.27	40.3	SEL	NON-BREEDING	6	2010-07-04 13:50:00
2347	05/07/2010 01:52	7	2010	2010	-26.99	41.19	SEL	NON-BREEDING	6	2010-07-05 01:52:00
2348	05/07/2010 13:47	7	2010	2010	-25.6	40.56	SEL	NON-BREEDING	6	2010-07-05 13:47:00
2349	06/07/2010 01:48	7	2010	2010	-25.7	39.33	SEL	NON-BREEDING	6	2010-07-06 01:48:00
2350	06/07/2010 13:46	7	2010	2010	-25.18	39.1	SEL	NON-BREEDING	6	2010-07-06 13:46:00
2351	07/07/2010 01:50	7	2010	2010	-26.16	37.96	SEL	NON-BREEDING	6	2010-07-07 01:50:00
2352	07/07/2010 13:58	7	2010	2010	-28.39	38.64	SEL	NON-BREEDING	6	2010-07-07 13:58:00
2353	08/07/2010 01:52	7	2010	2010	-26.62	41.86	SEL	NON-BREEDING	6	2010-07-08 01:52:00
2354	08/07/2010 13:57	7	2010	2010	-27.97	42.86	SEL	NON-BREEDING	6	2010-07-08 13:57:00
2355	09/07/2010 01:58	7	2010	2010	-28.33	43.57	SEL	NON-BREEDING	6	2010-07-09 01:58:00
2356	09/07/2010 13:48	7	2010	2010	-25.56	42.62	SEL	NON-BREEDING	6	2010-07-09 13:48:00
2357	10/07/2010 01:48	7	2010	2010	-25.54	40.79	SEL	NON-BREEDING	6	2010-07-10 01:48:00
2358	10/07/2010 14:00	7	2010	2010	-28.65	42.12	SEL	NON-BREEDING	6	2010-07-10 14:00:00
2359	11/07/2010 02:10	7	2010	2010	-31.01	42.61	SEL	NON-BREEDING	6	2010-07-11 02:10:00
2360	11/07/2010 14:06	7	2010	2010	-30.12	41.47	SEL	NON-BREEDING	6	2010-07-11 14:06:00
2361	12/07/2010 01:59	7	2010	2010	-28.35	42.39	SEL	NON-BREEDING	6	2010-07-12 01:59:00
2362	12/07/2010 13:56	7	2010	2010	-27.71	42.88	SEL	NON-BREEDING	6	2010-07-12 13:56:00
2363	13/07/2010 01:56	7	2010	2010	-27.57	42.57	SEL	NON-BREEDING	6	2010-07-13 01:56:00
2364	13/07/2010 14:01	7	2010	2010	-28.8	43.21	SEL	NON-BREEDING	6	2010-07-13 14:01:00
2365	14/07/2010 02:06	7	2010	2010	-30.04	43.31	SEL	NON-BREEDING	6	2010-07-14 02:06:00
2366	14/07/2010 14:02	7	2010	2010	-29.03	42.6	SEL	NON-BREEDING	6	2010-07-14 14:02:00
2367	15/07/2010 02:01	7	2010	2010	-28.89	42.01	SEL	NON-BREEDING	6	2010-07-15 02:01:00
2368	15/07/2010 13:56	7	2010	2010	-27.5	41.69	SEL	NON-BREEDING	6	2010-07-15 13:56:00
2369	16/07/2010 01:50	7	2010	2010	-25.99	41.8	SEL	NON-BREEDING	6	2010-07-16 01:50:00
2370	16/07/2010 13:45	7	2010	2010	-24.73	41.91	SEL	NON-BREEDING	6	2010-07-16 13:45:00
2371	17/07/2010 01:46	7	2010	2010	-24.97	40.85	SEL	NON-BREEDING	6	2010-07-17 01:46:00
2372	17/07/2010 13:44	7	2010	2010	-24.46	40.66	SEL	NON-BREEDING	6	2010-07-17 13:44:00
2373	18/07/2010 01:49	7	2010	2010	-25.57	39.7	SEL	NON-BREEDING	6	2010-07-18 01:49:00
2374	18/07/2010 13:51	7	2010	2010	-26.19	39.34	SEL	NON-BREEDING	6	2010-07-18 13:51:00
2375	19/07/2010 01:51	7	2010	2010	-26.05	40.26	SEL	NON-BREEDING	6	2010-07-19 01:51:00
2376	19/07/2010 13:44	7	2010	2010	-24.42	39.58	SEL	NON-BREEDING	6	2010-07-19 13:44:00
2377	20/07/2010 01:39	7	2010	2010	-23.16	39.38	SEL	NON-BREEDING	6	2010-07-20 01:39:00
2378	20/07/2010 13:43	7	2010	2010	-24.28	40.64	SEL	NON-BREEDING	6	2010-07-20 13:43:00
2379	21/07/2010 01:48	7	2010	2010	-25.4	40.93	SEL	NON-BREEDING	6	2010-07-21 01:48:00
2380	21/07/2010 13:41	7	2010	2010	-23.52	39.62	SEL	NON-BREEDING	6	2010-07-21 13:41:00
2381	22/07/2010 01:37	7	2010	2010	-22.63	38.92	SEL	NON-BREEDING	6	2010-07-22 01:37:00
2382	22/07/2010 13:23	7	2010	2010	-19.01	37.48	SEL	NON-BREEDING	6	2010-07-22 13:23:00
2383	23/07/2010 01:25	7	2010	2010	-19.5	33.8	SEL	NON-BREEDING	6	2010-07-23 01:25:00
2384	23/07/2010 13:25	7	2010	2010	-19.62	33.73	SEL	NON-BREEDING	6	2010-07-23 13:25:00
2385	24/07/2010 01:36	7	2010	2010	-22.49	31.11	SEL	NON-BREEDING	6	2010-07-24 01:36:00
2386	24/07/2010 13:29	7	2010	2010	-20.49	27.53	SEL	NON-BREEDING	6	2010-07-24 13:29:00
2387	25/07/2010 01:18	7	2010	2010	-17.86	28.38	SEL	NON-BREEDING	6	2010-07-25 01:18:00
