Id,Dategmt,Longitude,Latitude,Bird_id
350,2018-08-23 15:30:00,-34.619659,45.315975,L078288
351,2018-08-23 15:40:00,-34.600811,45.330746,L078288
352,2018-08-23 15:50:00,-34.564362,45.34594,L078288
353,2018-08-23 16:02:00,-34.52879,45.356529,L078288
354,2018-08-23 16:16:00,-34.478493,45.375156,L078288
355,2018-08-23 16:26:00,-34.426186,45.379196,L078288
356,2018-08-23 16:36:00,-34.411716,45.390472,L078288
357,2018-08-23 16:47:00,-34.397408,45.395401,L078288
358,2018-08-23 16:58:00,-34.405704,45.415665,L078288
359,2018-08-23 17:14:00,-34.403076,45.449833,L078288
360,2018-08-23 17:30:00,-34.40617,45.480347,L078288
361,2018-08-23 17:40:00,-34.402515,45.492069,L078288
362,2018-08-23 17:50:00,-34.399746,45.511574,L078288
363,2018-08-23 18:00:00,-34.392174,45.52124,L078288
364,2018-08-23 18:10:00,-34.380325,45.525829,L078288
365,2018-08-23 18:21:00,-34.371109,45.544704,L078288
366,2018-08-23 18:33:00,-34.365513,45.544071,L078288
367,2018-08-23 18:45:00,-34.359596,45.543125,L078288
368,2018-08-23 18:57:00,-34.354607,45.542419,L078288
369,2018-08-23 19:09:00,-34.348881,45.541702,L078288
370,2018-08-23 19:23:00,-34.270771,45.547535,L078288
371,2018-08-23 19:33:00,-34.207821,45.552422,L078288
372,2018-08-23 19:43:00,-34.18755,45.552486,L078288
373,2018-08-23 19:54:00,-34.12706,45.551044,L078288
374,2018-08-23 20:10:00,-34.030697,45.540455,L078288
375,2018-08-23 20:20:00,-33.975838,45.534992,L078288
376,2018-08-23 20:30:00,-33.9715,45.533138,L078288
377,2018-08-23 20:41:00,-33.967197,45.531647,L078288
378,2018-08-23 20:51:00,-33.963028,45.529938,L078288
379,2018-08-23 21:01:00,-33.958374,45.528294,L078288
380,2018-08-23 21:13:00,-33.930794,45.523903,L078288
381,2018-08-23 21:33:00,-33.795929,45.503326,L078288
382,2018-08-23 21:43:00,-33.803722,45.497192,L078288
383,2018-08-23 21:53:00,-33.789745,45.490082,L078288
384,2018-08-23 22:03:00,-33.785198,45.485031,L078288
385,2018-08-23 22:13:00,-33.775036,45.467968,L078288
386,2018-08-23 22:23:00,-33.759094,45.458191,L078288
387,2018-08-23 22:33:00,-33.737385,45.449184,L078288
388,2018-08-23 22:44:00,-33.684414,45.433975,L078288
389,2018-08-23 23:01:00,-33.615376,45.413403,L078288
390,2018-08-23 23:11:00,-33.582207,45.40049,L078288
391,2018-08-23 23:21:00,-33.545998,45.384983,L078288
392,2018-08-23 23:31:00,-33.551235,45.366001,L078288
393,2018-08-23 23:42:00,-33.543961,45.34507,L078288
394,2018-08-23 23:57:00,-33.529488,45.317104,L078288
395,2018-08-24 00:07:00,-33.526188,45.297058,L078288
396,2018-08-24 00:17:00,-33.504719,45.274456,L078288
397,2018-08-24 00:27:00,-33.495201,45.252747,L078288
398,2018-08-24 00:38:00,-33.47522,45.229748,L078288
399,2018-08-24 00:48:00,-33.453445,45.20853,L078288
400,2018-08-24 00:58:00,-33.413544,45.186237,L078288
401,2018-08-24 01:08:00,-33.390331,45.168137,L078288
402,2018-08-24 01:18:00,-33.379726,45.145164,L078288
403,2018-08-24 01:28:00,-33.383163,45.140625,L078288
404,2018-08-24 01:38:00,-33.383636,45.1394,L078288
405,2018-08-24 01:48:00,-33.393845,45.133091,L078288
406,2018-08-24 01:58:00,-33.397163,45.101723,L078288
407,2018-08-24 02:09:00,-33.381222,45.072109,L078288
408,2018-08-24 02:19:00,-33.35149,45.040699,L078288
409,2018-08-24 02:29:00,-33.327942,45.008049,L078288
410,2018-08-24 02:39:00,-33.30621,44.975433,L078288
411,2018-08-24 02:49:00,-33.252937,44.946842,L078288
412,2018-08-24 03:00:00,-33.20681,44.9188,L078288
413,2018-08-24 03:13:00,-33.132523,44.884514,L078288
414,2018-08-24 03:28:00,-33.091301,44.863605,L078288
415,2018-08-24 03:38:00,-33.091194,44.867329,L078288
416,2018-08-24 03:48:00,-33.090256,44.870659,L078288
417,2018-08-24 03:59:00,-33.089146,44.873753,L078288
418,2018-08-24 04:09:00,-33.088364,44.876652,L078288
